BOY1,6,19016,3,1,21175,1
BOY2,3,16031,8,6,17757,3
BOY3,4,15001,5,3,38513,3
BOY4,3,18259,8,2,45943,1
BOY5,3,16195,9,6,34635,3
BOY6,8,15058,2,0,36151,2
BOY7,3,19164,9,4,19723,2
BOY8,6,16105,10,5,42456,1
BOY9,6,19919,5,5,48981,2
BOY10,5,19117,2,3,38293,3
BOY11,9,16859,4,4,46654,2
BOY12,5,19037,3,7,30428,1
BOY13,8,17844,8,3,31503,3
BOY14,8,16549,8,0,41779,1
BOY15,2,18495,4,7,34084,2
BOY16,2,17206,3,2,42541,1
BOY17,10,18206,5,1,38332,1
BOY18,8,19104,8,0,31567,2
BOY19,9,16327,5,4,45063,2
BOY20,5,15372,8,3,21924,2
BOY1,10,15919,2,4,30873,1
BOY2,9,17351,4,5,39843,2
BOY3,6,18686,8,8,38544,3
BOY4,9,16991,2,8,47926,2
BOY5,10,15130,6,3,22848,1
BOY6,2,18216,10,5,39986,1
BOY7,2,19537,4,7,45018,3
BOY8,2,16644,9,3,16598,1
BOY9,5,15608,4,1,35237,3
BOY10,4,19129,6,6,28746,1
BOY11,10,18989,3,4,25142,3
BOY12,4,19248,9,7,39951,2
BOY13,10,18955,8,1,27119,1
BOY14,7,18484,4,8,47917,3
BOY15,5,18006,2,6,24674,2
BOY16,4,15877,8,3,41390,3
BOY17,8,15421,8,2,20724,2
BOY18,8,15716,6,8,46317,3
BOY19,4,17231,10,7,18632,1
BOY20,3,16548,2,5,49646,3
BOY1,5,15700,9,8,37177,2
BOY2,2,19327,2,4,42104,1
BOY3,6,17006,10,6,29353,1
BOY4,7,19961,2,4,37090,2
BOY5,4,17353,7,3,24412,2
BOY6,3,16585,6,7,18403,2
BOY7,4,19434,9,4,16254,2
BOY8,3,17528,9,0,39793,3
BOY9,2,17642,8,2,21980,1
BOY10,6,15381,7,8,21468,1
BOY11,3,19875,7,7,19073,2
BOY12,7,18528,9,0,26858,2
BOY13,2,18196,3,3,49115,1
BOY14,2,15901,2,1,39070,3
BOY15,4,19713,5,5,23317,3
BOY16,3,15596,2,4,28346,1
BOY17,4,16957,7,7,26163,1
BOY18,10,15873,10,4,32892,3
BOY19,9,19433,7,3,45844,1
BOY20,7,19504,4,1,49362,3
BOY1,8,19009,2,5,33168,1
BOY2,4,16247,5,4,29317,2
BOY3,8,19786,8,7,15098,2
BOY4,8,19049,7,1,28586,3
BOY5,7,19858,9,2,32772,1
BOY6,8,18678,9,3,47711,1
BOY7,8,17964,5,5,15509,2
BOY8,8,17863,2,4,18791,3
BOY9,4,19157,2,4,23777,1
BOY10,2,16400,10,4,33331,1
BOY11,10,15583,6,2,21488,2
BOY12,5,15994,4,6,31768,1
BOY13,9,16729,5,6,19950,3
BOY14,10,19941,3,6,29425,1
BOY15,5,19897,10,4,49088,3
BOY16,10,17868,8,2,28876,3
BOY17,3,18332,4,5,26366,1
BOY18,4,17419,10,3,45428,1
BOY19,7,18871,2,4,20572,2
BOY20,6,18150,7,8,32350,3
BOY1,9,18552,3,7,41016,3
BOY2,2,18331,6,1,37516,3
BOY3,10,19339,4,0,33101,1
BOY4,4,17590,6,6,47350,2
BOY5,9,16290,5,2,32188,1
BOY6,10,18121,2,0,49953,2
BOY7,6,17877,6,5,18914,1
BOY8,9,18928,2,3,34967,1
BOY9,4,18745,8,6,48049,2
BOY10,5,16159,7,1,30909,1
BOY11,3,18727,2,1,29671,2
BOY12,2,17800,8,3,26002,1
BOY13,8,16093,3,5,42916,1
BOY14,8,15302,10,4,45225,2
BOY15,8,17297,7,5,26039,1
BOY16,5,19177,7,0,25805,3
BOY17,8,19578,6,4,29727,3
BOY18,8,16796,3,5,45617,3
BOY19,7,15497,3,0,45755,3
BOY20,2,16526,8,3,47697,2
BOY1,5,19273,4,3,27897,1
BOY2,9,16190,2,6,29718,1
BOY3,5,15960,4,2,24571,2
BOY4,5,15303,8,8,38167,1
BOY5,7,16149,10,0,47771,1
BOY6,6,17569,10,2,26035,3
BOY7,8,16976,10,3,25075,2
BOY8,5,18186,10,5,18094,2
BOY9,9,19059,9,6,44372,1
BOY10,4,16163,5,7,28126,2
BOY11,3,17745,2,7,20944,1
BOY12,3,18855,7,8,43298,2
BOY13,9,16240,8,7,47398,3
BOY14,8,18300,4,2,24546,1
BOY15,2,18616,2,7,48979,3
BOY16,5,15054,10,0,31423,2
BOY17,7,16088,8,7,42751,2
BOY18,6,16840,4,3,15946,2
BOY19,5,18998,3,2,16546,1
BOY20,6,18148,8,5,18321,2
BOY1,7,17990,8,0,48357,1
BOY2,8,15243,4,4,36122,2
BOY3,6,17919,9,4,29151,3
BOY4,6,16708,10,8,23231,2
BOY5,2,17378,7,3,32102,1
BOY6,2,17550,2,3,46860,1
BOY7,3,16415,8,0,26455,1
BOY8,4,16256,10,0,24311,3
BOY9,4,15188,2,2,15282,2
BOY10,5,18866,6,7,42258,2
BOY11,7,16217,10,5,30715,3
BOY12,3,18894,9,7,19873,1
BOY13,2,15744,7,4,15028,3
BOY14,3,19264,8,2,34331,3
BOY15,2,16517,9,5,20565,3
BOY16,3,18535,10,0,47004,2
BOY17,3,19449,10,1,20645,1
BOY18,9,18534,10,1,47501,1
BOY19,8,17496,9,2,32468,3
BOY20,10,15030,6,2,25066,3
BOY1,6,15901,9,0,38579,1
BOY2,10,17478,5,0,47559,1
BOY3,2,15594,7,3,25411,2
BOY4,8,19671,5,5,43608,2
BOY5,9,15381,4,4,22636,3
BOY6,9,17216,2,4,15876,2
BOY7,2,15029,5,2,33013,1
BOY8,3,17460,4,1,26894,2
BOY9,10,17959,2,1,19608,1
BOY10,5,19768,10,4,35667,2
BOY11,6,18946,8,6,28771,2
BOY12,4,15948,3,8,44007,2
BOY13,10,17709,6,5,43825,1
BOY14,6,17279,5,1,37551,2
BOY15,2,16218,5,2,32890,2
BOY16,2,18467,6,5,31778,3
BOY17,10,16424,7,6,25170,1
BOY18,7,19164,6,2,34278,3
BOY19,4,15271,5,8,49228,2
BOY20,5,17340,7,2,46789,2
BOY1,3,18536,6,3,28189,3
BOY2,5,19836,4,2,22595,1
BOY3,7,17004,6,1,36573,3
BOY4,7,19164,6,1,30485,2
BOY5,10,18430,2,7,16121,3
BOY6,10,19881,4,5,43899,2
BOY7,2,16386,2,2,47148,1
BOY8,8,18153,2,7,48397,1
BOY9,4,17862,9,2,42478,3
BOY10,8,17087,7,0,40813,1
BOY11,4,16407,6,7,49842,3
BOY12,6,17048,10,0,26756,1
BOY13,5,16090,9,7,19765,1
BOY14,6,16159,5,4,44576,2
BOY15,3,18028,7,5,28426,2
BOY16,10,16519,4,0,26781,1
BOY17,9,19291,4,7,30675,1
BOY18,5,17447,2,5,35299,2
BOY19,10,15931,5,5,24108,3
BOY20,6,17185,2,0,17183,3
BOY1,5,15089,4,6,18955,2
BOY2,5,19693,9,8,21319,2
BOY3,5,19347,3,5,19242,1
BOY4,4,17838,6,7,45241,1
BOY5,9,17738,2,4,42399,3
BOY6,5,15417,9,3,20041,1
BOY7,10,15075,3,5,28384,2
BOY8,4,17755,10,0,36186,3
BOY9,7,15945,10,4,27777,3
BOY10,10,18216,8,8,39869,2
BOY11,9,18055,3,4,30309,1
BOY12,3,15002,7,0,27265,3
BOY13,7,19910,10,4,49556,3
BOY14,9,16506,4,5,33194,3
BOY15,5,15920,10,7,29917,2
BOY16,2,18984,6,7,40797,3
BOY17,4,15491,10,2,31662,3
BOY18,2,18974,9,4,43247,1
BOY19,10,17241,9,0,33154,1
BOY20,7,17954,4,1,40090,1
BOY1,4,15774,2,3,21823,2
BOY2,10,19351,2,5,27719,1
BOY3,8,17808,5,8,37839,2
BOY4,8,19055,8,2,31320,2
BOY5,3,19547,9,2,20029,2
BOY6,9,19704,3,7,37857,1
BOY7,10,17174,10,3,16495,1
BOY8,9,16140,9,5,41213,2
BOY9,9,19600,10,5,41016,3
BOY10,7,17342,3,6,30371,3
BOY11,9,18630,8,5,36501,1
BOY12,4,17522,4,7,18521,3
BOY13,7,17528,2,0,49466,3
BOY14,5,17668,6,3,36038,3
BOY15,8,16414,9,6,36694,3
BOY16,5,18162,4,7,16291,2
BOY17,2,18545,10,4,31554,3
BOY18,9,15308,5,8,19490,3
BOY19,6,16530,2,1,41002,2
BOY20,6,15825,7,2,37531,2
BOY1,10,19926,4,6,33980,2
BOY2,10,18718,6,0,22691,2
BOY3,6,19210,4,8,47416,1
BOY4,7,17173,5,0,20429,3
BOY5,5,18791,8,1,28774,1
BOY6,2,19886,2,2,37561,1
BOY7,9,19414,6,1,45909,1
BOY8,8,17682,2,7,27242,2
BOY9,4,16895,9,4,34658,1
BOY10,4,16509,10,6,35467,1
BOY11,5,16474,4,3,33114,2
BOY12,10,16123,4,3,34401,2
BOY13,2,18851,6,7,25194,1
BOY14,2,18905,4,6,46296,2
BOY15,6,19069,3,6,31865,3
BOY16,7,18943,9,6,16669,3
BOY17,8,17593,6,1,37825,2
BOY18,7,19820,5,5,47667,3
BOY19,6,15998,9,7,32678,3
BOY20,7,19799,7,3,17737,2
BOY1,3,16035,7,2,44775,3
BOY2,5,18210,2,0,40675,1
BOY3,3,17431,7,6,36509,2
BOY4,4,17275,10,6,46136,3
BOY5,4,15348,7,1,33860,3
BOY6,6,18809,4,3,32706,3
BOY7,6,19872,3,5,44011,2
BOY8,10,16308,5,6,41049,3
BOY9,9,19261,4,8,25325,2
BOY10,5,15689,10,3,41576,2
BOY11,6,18245,6,0,26001,2
BOY12,7,18280,8,6,39086,1
BOY13,5,16732,10,4,16896,1
BOY14,8,16068,5,1,46695,2
BOY15,8,15548,4,5,36441,1
BOY16,5,15915,3,0,45835,1
BOY17,9,17971,3,5,16574,3
BOY18,6,18899,2,4,22351,3
BOY19,9,17536,3,0,34443,3
BOY20,6,16452,2,1,30826,2
BOY1,6,18492,10,1,37129,3
BOY2,10,19672,2,3,49344,2
BOY3,5,18088,4,6,37277,2
BOY4,6,16868,7,0,34661,1
BOY5,9,15537,3,4,31191,2
BOY6,2,19072,6,5,46194,3
BOY7,6,17071,2,3,35069,2
BOY8,10,18944,10,7,32408,3
BOY9,9,19410,7,2,22964,1
BOY10,6,18177,5,8,15540,2
BOY11,6,16988,8,8,26221,1
BOY12,7,19969,4,3,49704,3
BOY13,4,15601,2,4,29110,3
BOY14,6,17041,6,7,42752,2
BOY15,9,15453,6,1,38467,2
BOY16,2,19269,6,4,22065,2
BOY17,6,16576,9,4,20323,2
BOY18,3,18692,3,5,17570,3
BOY19,8,19347,2,8,27737,1
BOY20,4,18425,6,6,34391,1
BOY1,5,18856,4,6,48065,2
BOY2,5,16515,3,6,46838,1
BOY3,8,17804,4,3,39136,2
BOY4,9,18756,2,0,16161,2
BOY5,2,17921,9,8,45573,1
BOY6,6,17311,4,3,28187,2
BOY7,8,16402,6,6,49746,2
BOY8,5,17318,6,7,40626,2
BOY9,3,17641,7,2,38154,2
BOY10,8,18147,5,4,30919,2
BOY11,2,17173,10,2,15558,3
BOY12,5,15330,6,5,30528,1
BOY13,7,18288,4,7,36143,1
BOY14,8,15408,8,0,18630,1
BOY15,3,19806,10,4,20389,3
BOY16,4,15770,4,2,33974,2
BOY17,5,18947,4,4,15468,1
BOY18,3,19892,9,4,44115,3
BOY19,5,15963,10,2,48031,2
BOY20,8,15275,5,0,15023,2
BOY1,6,19753,4,2,39974,3
BOY2,4,17488,7,2,30395,2
BOY3,9,17460,2,8,46522,3
BOY4,3,17160,5,5,37760,1
