GIRL1,2,18765,2,2
GIRL2,9,18618,6,3
GIRL3,7,15208,3,1
GIRL4,5,17862,5,2
GIRL5,6,18242,5,2
GIRL6,10,16791,6,1
GIRL7,5,16839,4,2
GIRL8,7,17723,5,3
GIRL1,10,15508,2,1
GIRL2,2,19004,10,3
GIRL3,3,17322,2,1
GIRL4,8,18983,3,1
GIRL5,3,16484,10,3
GIRL6,10,19590,9,2
GIRL7,6,16274,7,3
GIRL8,5,19206,10,2
GIRL1,7,15393,7,1
GIRL2,5,15922,8,1
GIRL3,4,15640,7,3
GIRL4,4,15386,8,1
GIRL5,7,17611,4,2
GIRL6,9,17961,4,2
GIRL7,9,16484,6,3
GIRL8,6,16336,10,3
GIRL1,4,15162,10,1
GIRL2,8,19589,5,2
GIRL3,3,16580,7,1
GIRL4,7,15166,9,2
GIRL5,9,17052,4,3
GIRL6,8,16573,7,1
GIRL7,2,17826,7,2
GIRL8,2,18034,3,3
GIRL1,9,17027,8,3
GIRL2,6,16870,6,1
GIRL3,10,15324,3,3
GIRL4,2,16691,9,3
GIRL5,4,18539,4,1
GIRL6,8,15659,10,2
GIRL7,4,19381,5,1
GIRL8,5,17384,9,2
GIRL1,9,16974,6,1
GIRL2,9,16893,8,2
GIRL3,8,17455,4,3
GIRL4,10,18077,8,1
GIRL5,7,18664,10,1
GIRL6,10,16996,6,1
GIRL7,8,18934,7,3
GIRL8,4,19079,7,2
GIRL1,9,19169,5,2
GIRL2,5,18580,4,1
GIRL3,8,19979,8,1
GIRL4,5,16009,2,1
GIRL5,5,17267,5,1
GIRL6,9,17113,8,1
GIRL7,7,15327,4,1
GIRL8,4,19976,3,1
GIRL1,2,18146,6,1
GIRL2,10,19665,3,3
GIRL3,10,15900,7,3
GIRL4,3,19414,3,2
GIRL5,9,19813,2,2
GIRL6,2,19336,10,2
GIRL7,6,15466,3,3
GIRL8,9,19514,10,2
GIRL1,7,18444,10,3
GIRL2,5,16695,2,1
GIRL3,6,18851,4,2
GIRL4,3,19100,7,3
GIRL5,6,19724,3,2
GIRL6,3,17821,4,3
GIRL7,4,19458,10,1
GIRL8,5,18258,8,3
GIRL1,6,15144,4,3
GIRL2,4,16371,5,1
GIRL3,4,17579,9,3
GIRL4,7,19761,9,2
GIRL5,7,19863,6,1
GIRL6,6,18311,4,3
GIRL7,3,15750,10,1
GIRL8,3,16189,4,2
GIRL1,7,19518,9,1
GIRL2,8,15240,6,2
GIRL3,3,17425,4,1
GIRL4,3,19859,6,3
GIRL5,4,17399,10,2
GIRL6,6,19424,3,1
GIRL7,8,17234,10,1
GIRL8,10,17419,3,3
GIRL1,5,17379,2,2
GIRL2,6,17525,3,3
GIRL3,10,16885,6,1
GIRL4,9,17995,3,1
GIRL5,4,16281,4,3
GIRL6,2,15058,2,2
GIRL7,9,16905,3,1
GIRL8,8,17707,7,1
GIRL1,8,18744,7,3
GIRL2,5,18466,5,3
GIRL3,2,15343,8,3
GIRL4,7,18533,5,3
GIRL5,6,16316,10,2
GIRL6,4,18072,6,2
GIRL7,4,18861,5,1
GIRL8,8,18036,9,2
GIRL1,6,19591,6,3
GIRL2,5,16877,7,3
GIRL3,8,16981,6,1
GIRL4,8,19655,7,3
GIRL5,3,16908,2,3
GIRL6,3,16905,6,1
GIRL7,10,18925,3,2
GIRL8,3,15353,10,1
GIRL1,10,18779,4,1
GIRL2,7,15988,4,3
GIRL3,7,19560,8,2
GIRL4,9,15934,2,3
GIRL5,3,17808,2,1
GIRL6,5,18702,4,3
GIRL7,7,17008,4,1
GIRL8,10,15840,8,2
GIRL1,3,19470,5,1
GIRL2,5,16691,2,1
GIRL3,8,18107,6,2
GIRL4,9,17092,9,1
GIRL5,10,19187,9,1
GIRL6,8,15660,4,3
GIRL7,8,15067,9,2
GIRL8,3,17928,8,3
GIRL1,7,15621,8,1
GIRL2,3,16390,2,1
GIRL3,6,19251,5,1
GIRL4,8,16325,2,1
GIRL5,5,19517,2,2
GIRL6,2,18409,4,1
GIRL7,9,19917,9,1
GIRL8,6,18477,7,3
GIRL1,6,16333,8,1
GIRL2,7,19982,5,3
GIRL3,2,18117,3,3
GIRL4,5,16528,4,1
GIRL5,3,17732,6,3
GIRL6,2,19102,3,2
GIRL7,4,15275,5,1
GIRL8,7,18432,10,1
GIRL1,6,15225,4,1
GIRL2,4,15632,5,3
GIRL3,6,19083,9,1
GIRL4,7,16805,8,3
GIRL5,3,16152,6,3
GIRL6,9,17166,9,2
GIRL7,9,18875,5,3
GIRL8,4,16560,6,3
GIRL1,8,19657,4,3
GIRL2,7,17432,7,1
GIRL3,9,18491,2,1
GIRL4,4,15763,8,1
GIRL5,10,15596,10,1
GIRL6,6,19189,4,2
GIRL7,5,17946,8,3
GIRL8,3,17272,9,3
GIRL1,3,15094,5,1
GIRL2,2,16483,3,1
GIRL3,7,19407,3,2
GIRL4,5,17516,5,3
GIRL5,7,16540,4,2
GIRL6,6,16211,5,3
GIRL7,8,18567,7,3
GIRL8,7,18361,10,2
GIRL1,6,17137,8,1
GIRL2,8,16623,9,3
GIRL3,9,19251,7,2
GIRL4,5,16714,6,1
GIRL5,2,19437,6,2
GIRL6,10,15939,9,2
GIRL7,8,18345,9,2
GIRL8,7,17148,7,1
GIRL1,7,15952,7,2
GIRL2,8,18488,6,1
GIRL3,3,18651,10,1
GIRL4,4,19552,10,1
GIRL5,2,16715,2,3
GIRL6,6,17663,4,1
GIRL7,8,18802,6,3
GIRL8,7,18366,6,3
GIRL1,5,17452,7,3
GIRL2,3,16680,7,3
GIRL3,5,17914,7,3
GIRL4,7,17378,5,3
GIRL5,7,17654,2,3
GIRL6,2,19408,5,1
GIRL7,2,17551,8,2
GIRL8,6,15302,10,2
GIRL1,2,18703,9,2
GIRL2,2,18817,2,3
GIRL3,10,16942,5,1
GIRL4,3,18285,6,1
GIRL5,8,16109,3,2
GIRL6,8,19112,4,2
GIRL7,9,17689,6,3
GIRL8,7,15941,3,3
GIRL1,3,18618,2,3
GIRL2,6,17408,2,2
GIRL3,10,19850,2,2
GIRL4,9,17512,4,2
GIRL5,2,17724,9,1
GIRL6,8,15346,6,1
GIRL7,10,15874,8,1
GIRL8,7,19769,7,2
GIRL1,4,17610,5,1
GIRL2,2,17848,8,2
GIRL3,4,17114,5,2
GIRL4,10,17357,3,2
GIRL5,4,15954,4,1
GIRL6,7,16182,6,3
GIRL7,10,15822,6,2
GIRL8,10,17022,3,2
GIRL1,4,19249,10,2
GIRL2,8,16876,6,1
GIRL3,7,16465,8,2
GIRL4,7,18204,10,2
GIRL5,3,16332,7,1
GIRL6,2,19619,10,2
GIRL7,8,15716,3,3
GIRL8,8,18710,8,3
GIRL1,2,18641,7,1
GIRL2,4,16276,5,2
GIRL3,7,17516,3,2
GIRL4,2,19687,4,3
GIRL5,2,16956,7,1
GIRL6,2,18562,10,3
GIRL7,2,18176,6,3
GIRL8,3,15566,9,3
GIRL1,8,15869,8,2
GIRL2,2,17553,7,3
GIRL3,6,17990,8,2
GIRL4,7,18679,8,1
GIRL5,4,17214,3,1
GIRL6,9,18726,8,1
GIRL7,9,16046,9,2
GIRL8,10,19557,10,1
GIRL1,8,16608,10,1
GIRL2,8,18533,10,3
GIRL3,10,17535,5,2
GIRL4,8,15722,8,3
GIRL5,3,17073,7,3
GIRL6,4,17030,8,3
GIRL7,10,19790,9,1
GIRL8,2,16701,4,2
GIRL1,3,15815,7,2
GIRL2,10,15229,8,1
GIRL3,5,19153,5,3
