BOY1,9,19572,7,5,27185,3
BOY2,10,16357,2,0,16721,1
BOY3,2,16256,4,7,19389,3
BOY4,4,19565,7,4,42986,2
BOY5,2,19028,10,7,20676,3
BOY6,3,15527,6,2,39963,3
BOY7,7,19066,8,7,45769,3
BOY8,6,16103,10,8,36961,1
BOY9,5,16748,3,4,21532,2
BOY10,8,16870,7,2,35825,3
BOY11,4,15319,7,8,40814,3
BOY12,4,17293,9,1,45856,1
BOY13,2,15602,2,5,23833,2
BOY14,4,18819,10,8,30616,2
BOY15,9,17843,5,6,46470,1
BOY16,7,16610,8,1,26417,2
BOY17,4,16230,2,5,36091,1
BOY18,10,16727,8,4,24658,2
BOY19,8,17094,6,4,15549,3
BOY20,9,17969,9,1,17217,2
BOY1,5,18786,2,3,31045,3
BOY2,5,19042,10,8,20169,1
BOY3,5,18119,3,4,23672,2
BOY4,3,18240,5,4,25297,2
BOY5,10,16838,8,6,47513,1
BOY6,10,17152,3,4,42970,3
BOY7,10,16830,4,2,48154,1
BOY8,9,19736,2,2,23077,1
BOY9,5,17926,6,2,48225,1
BOY10,4,16966,2,2,45154,1
BOY11,7,18258,8,0,36426,1
BOY12,2,16754,5,7,38217,2
BOY13,2,17458,7,2,24659,2
BOY14,9,19628,5,6,17395,3
BOY15,2,18309,3,2,37836,1
BOY16,10,17729,6,8,34603,3
BOY17,2,19137,4,0,42143,2
BOY18,5,18797,3,5,23073,2
BOY19,6,18376,6,2,37666,1
BOY20,6,18414,6,2,25846,3
BOY1,6,15318,10,7,43958,2
BOY2,8,15540,7,3,30253,2
BOY3,10,16697,7,4,22505,1
BOY4,4,15039,10,6,48764,1
BOY5,6,16111,7,7,45505,1
BOY6,3,17366,3,7,27903,3
BOY7,3,18178,4,2,42301,1
BOY8,9,17228,8,7,38577,3
BOY9,5,19432,7,0,15564,2
BOY10,10,18838,5,7,22925,3
BOY11,2,18764,5,6,19795,2
BOY12,2,18197,5,5,26981,3
BOY13,8,16662,7,1,38891,2
BOY14,4,17916,5,5,19412,3
BOY15,3,16894,9,8,46003,3
BOY16,7,19309,8,7,19622,1
BOY17,10,18556,10,8,29273,3
BOY18,3,19881,5,4,23913,3
BOY19,4,18020,8,3,28626,2
BOY20,10,17333,3,7,39101,1
BOY1,4,19275,5,4,17212,1
BOY2,2,19763,4,4,44439,2
BOY3,2,18956,8,2,21852,3
BOY4,5,16426,9,5,43800,3
BOY5,7,15896,2,4,48080,2
BOY6,5,19542,10,2,39856,2
BOY7,3,16944,4,8,48073,2
BOY8,8,15086,10,7,35383,3
BOY9,7,16136,6,8,18107,3
BOY10,8,15471,8,4,47678,1
BOY11,5,19647,5,3,40703,2
BOY12,5,19075,9,7,26936,2
BOY13,6,18096,4,2,32062,3
BOY14,5,16724,10,8,19692,3
BOY15,2,15908,6,0,31403,3
BOY16,2,15282,2,7,43709,1
BOY17,2,17421,5,8,41966,2
BOY18,7,19284,6,6,15819,2
BOY19,6,17725,7,4,32863,2
BOY20,8,19437,8,5,42313,1
BOY1,9,16338,8,5,26554,1
BOY2,7,17965,9,6,31332,3
BOY3,3,15795,8,3,44432,2
BOY4,6,15563,5,2,38692,2
BOY5,8,15401,2,5,19856,3
BOY6,8,19903,10,2,19468,2
BOY7,10,15981,2,6,44563,3
BOY8,8,15659,8,7,15949,2
BOY9,5,15156,4,4,23557,3
